codigo,nome,unidade,material,maoDeObra,total
30.105.001042.SER,"Galeria em concreto célula 2.5 x 2.5 m profundidade de 2.5 a 5 m",m,2797.06,1260.37,4057.43
30.105.001043.SER,"Galeria em concreto célula 2.5 x 2.5 m profundidade de 5 a 7.5 m",m,3110.38,1372.34,4482.72
30.105.001044.SER,"Galeria em concreto célula 2.5 x 2.5 m profundidade de 7.5 a 10 m",m,3336.26,1535.03,4871.29
30.105.001045.SER,"Galeria em concreto célula 2.5 x 2.5 m profundidade de 10 a 12.5 m",m,3682.98,1654.4,5337.38
30.105.001046.SER,"Galeria em concreto célula 2.5 x 2.5 m profundidade de 12.5 a 15 m",m,4149.3,1867.32,6016.62
30.105.001055.SER,"Galeria em concreto célula 3 x 3 m profundidade de até 1 m",m,3517.17,1496.99,5014.17
30.105.001056.SER,"Galeria em concreto célula 3 x 3 m profundidade de 1 a 2.5 m",m,3361.21,1384.66,4745.87
30.105.001057.SER,"Galeria em concreto célula 3 x 3 m profundidade de 2.5 a 5 m",m,3953.11,1660.26,5613.37
30.105.001058.SER,"Galeria em concreto célula 3 x 3 m profundidade de 5 a 7.5 m",m,4275.8,1892.68,6168.47
30.105.001059.SER,"Galeria em concreto célula 3 x 3 m profundidade de 7.5 a 10 m",m,4694.85,2054.89,6749.73
30.105.001060.SER,"Galeria em concreto célula 3 x 3 m profundidade de 10 a 12.5 m",m,5006.72,2275.29,7282.01
30.105.001061.SER,"Galeria em concreto célula 3 x 3 m profundidade de 12.5 a 15 m",m,5435.67,2435.89,7871.56
30.105.001070.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de até 1 m",m,2309.79,1018.04,3327.82
30.105.001071.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de 1 a 2.5 m",m,2094.66,863.09,2957.76
30.105.001072.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de 2.5 a 5 m",m,2202.23,940.56,3142.79
30.105.001073.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de 5 a 7.5 m",m,2417.35,1095.51,3512.85
30.105.001074.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de 7.5 a 10 m",m,2584.07,1215.59,3799.66
30.105.001075.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de 10 a 12.5 m",m,2895.61,1304.59,4200.2
30.105.001076.SER,"Galeria em concreto dupla célula 1.5 x 1.5 m profundidade de 12.5 a 15 m",m,3003.17,1382.06,4385.24
30.105.001080.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de até 1 m",m,3239.27,1463.63,4702.9
30.105.001081.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de 1 a 2.5 m",m,3083.31,1351.29,4434.6
30.105.001082.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de 2.5 a 5 m",m,3233.89,1459.75,4693.65
30.105.001083.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de 5 a 7.5 m",m,3689.29,1629.36,5318.66
30.105.001084.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de 7.5 a 10 m",m,4044.25,1885.02,5929.26
30.105.001085.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de 10 a 12.5 m",m,4452.06,2011.11,6463.17
30.105.001086.SER,"Galeria em concreto dupla célula 2 x 2 m profundidade de 12.5 a 15 m",m,4532.73,2069.22,6601.94
30.105.001090.SER,"Galeria em concreto dupla célula 2.5 x 2.5 m profundidade de até 1 m",m,4088.87,1848.85,5937.72
30.105.001091.SER,"Galeria em concreto dupla célula 2.5 x 2.5 m profundidade de 1 a 2.5 m",m,3809.21,1647.43,5456.64
30.105.001092.SER,"Galeria em concreto dupla célula 2,5 x 2,5 m profundidade de 2,5 a 5 m",m,4374.81,1868.91,6243.72
30.105.001093.SER,"Galeria em concreto dupla célula 2,5 x 2,5 m profundidade de 5 a 7,5 m",m,4805.06,2178.80,6983.85
30.105.001094.SER,"Galeria em concreto dupla célula 2,5 x 2,5 m profundidade de 7,5 a 10 m",m,5293.38,2338.81,7632.19
30.105.001095.SER,"Galeria em concreto dupla célula 2,5 x 2,5 m profundidade de 10 a 12,5 m",m,5691.35,2625.46,8316.81
30.105.001096.SER,"Galeria em concreto dupla célula 2,5 x 2,5 m profundidade de 12,5 a 15 m",m,6089.33,2912.10,9001.43
30.105.001100.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de até 1 m",m,5328.63,2294.39,7623.02
30.105.001101.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de 1 a 2,5 m",m,5054.35,2096.84,7151.19
30.105.001102.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de 2,5 a 5 m",m,5566.44,2240.65,7807.09
30.105.001103.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de 5 a 7,5 m",m,6426.93,2860.43,9287.36
30.105.001104.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de 7,5 a 10 m",m,7202.11,3139.50,10341.61
30.105.001105.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de 10 a 12,5 m",m,7836.72,3596.58,11433.30
30.105.001106.SER,"Galeria em concreto dupla célula 3 x 3 m profundidade de 12,5 a 15 m",m,7847.48,3604.33,11451.80
30.105.001110.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de até 1 m",m,3213.73,1405.63,4619.36
30.105.001111.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de 1 a 2,5 m",m,2966.34,1227.45,4193.79
30.105.001112.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de 2,5 a 5 m",m,3165.33,1370.77,4536.10
30.105.001113.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de 5 a 7,5 m",m,3342.80,1498.60,4841.40
30.105.001114.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de 7,5 a 10 m",m,3606.33,1688.41,5294.73
30.105.001115.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de 10 a 12,5 m",m,4176.15,1902.36,6078.51
30.105.001116.SER,"Galeria em concreto tripla célula 1,5 x 1,5 m profundidade de 12,5 a 15 m",m,4224.55,1937.22,6161.77
30.105.001120.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de até 1 m",m,4447.07,1990.49,6437.56
30.105.001121.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de 1 a 2,5 m",m,4129.77,1761.95,5891.72
30.105.001122.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de 2,5 a 5 m",m,4560.01,2071.83,6631.85
30.105.001123.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de 5 a 7,5 m",m,5109.66,2224.98,7334.64
30.105.001124.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de 7,5 a 10 m",m,5550.66,2542.62,8093.28
30.105.001125.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de 10 a 12,5 m",m,6085.93,2704.98,8790.91
30.105.001126.SER,"Galeria em concreto tripla célula 2 x 2 m profundidade de 12,5 a 15 m",m,6387.10,2921.90,9309.00
30.105.001130.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de até 1 m",m,5787.94,2613.33,8401.27
30.105.001131.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de 1 a 2,5 m",m,5287.78,2253.08,7540.86
30.105.001132.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de 2,5 a 5 m",m,6094.58,2572.15,8666.73
30.105.001133.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de 5 a 7,5 m",m,6723.82,3025.36,9749.17
30.105.001134.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de 7,5 a 10 m",m,7604.62,3390.31,10994.93
30.105.001135.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de 10 a 12,5 m",m,7857.42,3574.51,11431.92
30.105.001136.SER,"Galeria em concreto tripla célula 2,5 x 2,5 m profundidade de 12,5 a 15 m",m,8330.69,3915.38,12246.07
30.105.001140.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de até 1 m",m,7359.73,3111.69,10471.42
30.105.001141.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de 1 a 2,5 m",m,7015.53,2863.78,9879.31
30.105.001142.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de 2,5 a 5 m",m,8080.53,3315.13,11395.66
30.105.001143.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de 5 a 7,5 m",m,8919.51,3919.40,12838.92
30.105.001144.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de 7,5 a 10 m",m,9986.79,4271.89,14258.68
30.105.001145.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de 10 a 12,5 m",m,10583.76,4701.86,15285.62
30.105.001146.SER,"Galeria em concreto tripla célula 3 x 3 m profundidade de 12,5 a 15 m",m,11245.26,5178.31,16423.57
30.105.001150.SER,"Boca em concreto para galeria 1,5 x 1,5 m boca esconsa a 15° 2 extremidades",un,14430.68,6271.45,20702.13
30.105.001151.SER,"Boca em concreto para galeria 1,5 x 1,5 m boca esconsa a 30° 2 extremidades",un,15696.49,6709.20,22405.69
30.105.001152.SER,"Boca em concreto para galeria 1,5 x 1,5 m boca esconsa a 45° 2 extremidades",un,19296.15,8449.25,27745.40
30.105.001153.SER,"Boca em concreto para galeria 1,5 x 1,5 m boca normal 2 extremidades",un,14122.15,6207.02,20329.17
30.105.001160.SER,"Boca em concreto para galeria 2 x 2 m boca esconsa a 15° 2 extremidades",un,22052.60,9792.71,31845.32
30.105.001161.SER,"Boca em concreto para galeria 2 x 2 m boca esconsa a 30° 2 extremidades",un,24083.78,10542.54,34626.32
30.105.001162.SER,"Boca em concreto para galeria 2 x 2 m boca esconsa a 45° 2 extremidades",un,30513.21,13539.97,44053.18
30.105.001163.SER,"Boca em concreto para galeria 2 x 2 m boca normal 2 extremidades",un,21767.50,9695.70,31463.21
30.105.001170.SER,"Boca em concreto para galeria 2,5 x 2,5 m boca esconsa a 15° 2 extremidades",un,30837.70,13646.49,44484.19
30.105.001171.SER,"Boca em concreto para galeria 2,5 x 2,5 m boca esconsa a 30° 2 extremidades",un,33949.73,15220.87,49170.60
30.105.001172.SER,"Boca em concreto para galeria 2,5 x 2,5 m boca esconsa a 45° 2 extremidades",un,42481.95,19458.48,61940.43
30.105.001173.SER,"Boca em concreto para galeria 2,5 x 2,5 m boca normal 2 extremidades",un,29331.37,13154.94,42486.31
30.105.001180.SER,"Boca em concreto para galeria 3 x 3 m boca esconsa a 15° 2 extremidades",un,41581.36,18820.20,60401.56
30.105.001181.SER,"Boca em concreto para galeria 3 x 3 m boca esconsa a 30° 2 extremidades",un,47531.41,21268.52,68799.93
30.105.001182.SER,"Boca em concreto para galeria 3 x 3 m boca esconsa a 45° 2 extremidades",un,59347.78,27178.33,86526.11
30.105.001183.SER,"Boca em concreto para galeria 3 x 3 m boca normal 2 extremidades",un,41405.68,18683.63,60089.31
30.105.001190.SER,"Boca em concreto para galeria dupla célula 1,5 x 1,5 m boca esconsa a 15° 2 extremidades",un,17757.54,7857.08,25614.62
30.105.001191.SER,"Boca em concreto para galeria dupla célula 1,5 x 1,5 m boca esconsa a 30° 2 extremidades",un,19911.46,8820.78,28732.23
30.105.001192.SER,"Boca em concreto para galeria dupla célula 1,5 x 1,5 m boca esconsa a 45° 2 extremidades",un,23909.72,10484.19,34393.91
30.105.001193.SER,"Boca em concreto para galeria dupla célula 1,5 x 1,5 m boca normal 2 extremidades",un,16225.03,7238.38,23463.41
30.105.001200.SER,"Boca em concreto para galeria dupla célula 2 x 2 m boca esconsa a 15° 2 extremidades",un,27471.17,12190.69,39661.86
30.105.001201.SER,"Boca em concreto para galeria dupla célula 2 x 2 m boca esconsa a 30° 2 extremidades",un,25868.81,10302.65,36171.46
30.105.001202.SER,"Boca em concreto para galeria dupla célula 2 x 2 m boca esconsa a 45° 2 extremidades",un,37404.86,16658.57,54063.43
30.105.001203.SER,"Boca em concreto para galeria dupla célula 2 x 2 m boca normal 2 extremidades",un,25043.00,11253.87,36296.87
30.105.001210.SER,"Boca em concreto para galeria dupla célula 2,5 x 2,5 m boca esconsa a 15° 2 extremidades",un,37596.17,16922.47,54518.64
30.105.001211.SER,"Boca em concreto para galeria dupla célula 2,5 x 2,5 m boca esconsa a 30° 2 extremidades",un,33862.94,14340.05,48202.99
30.105.001212.SER,"Boca em concreto para galeria dupla célula 2,5 x 2,5 m boca esconsa a 45° 2 extremidades",un,53240.51,24446.09,77686.61
